name,fullname,dob,country,position,foot,weight,height,potential,elo,href
Dani Ojeda,Daniel Ojeda Saranova,1994-12-03,Spain,STR (Striker),Two-Footed,75.0,180.0,72,65,/player/dani-ojeda-336978
Jaime Seoane,Jaime Seoane Valenciano,1997-01-22,Spain,MID (Midfielder),Right,70.0,177.0,73,65,/player/jaime-245395
Arturo Vidal,Arturo Erasmo Vidal Pardo,1987-05-22,Chile,MID (Midfielder),Right,74.0,181.0,90,73,/player/a-vidal-61471
Lucas Olaza,Lucas René Olaza Catrofe,1994-07-21,Uruguay,DF (Defender),Left-footed,70.0,173.0,78,63,/player/l-olaza-130880
Juan Aguilera,Juan Aguilera Núñez,1985-09-13,Spain,MID (Midfielder),Left-footed,74.0,184.0,67,52,/player/j-aguilera-35422
Ibrahim Amadou,Ibrahim Amadou,1993-04-06,Cameroon,MID (Midfielder),Right,80.0,183.0,74,58,/player/i-amadou-200993
Jaime Mata,Jaime Mata Arnaiz,1988-10-24,Spain,STR (Striker),Right,79.0,186.0,84,55,/player/mata-36074
Cristian Rivero,Cristian Rivero Sabater,1998-03-21,Spain,GOA (Goalkeeper),Right,75.0,188.0,52,37,/player/c-rivero-309516
Jean-Clair Todibo,Jean-Clair Todibo,1999-12-30,France,DF (Defender),Right,84.0,189.0,83,77,/player/j-todibo-506831
Merquelanz,Martin Merquelanz Castellanos,1995-06-12,Spain,STR (Striker),Left-footed,72.0,176.0,68,68,/player/merquelanz-194499
Javi Sánchez,Javier Sánchez De Felipe,1997-03-14,Spain,DF (Defender),Right,77.0,189.0,73,66,/player/javier-238043
Quincy Promes,Quincy Promes,1992-01-04,Netherlands,STR (Striker),Two-Footed,72.0,174.0,86,83,/player/q-promes-134284
Toko Ekambi,Karl Brillant Toko Ekambi,1992-09-14,France,STR (Striker),Right,70.0,183.0,88,85,/player/k-toko-ekambi-212556
Näis Djouahra,Näis Djouahra,1999-11-23,France,MID (Midfielder),Right,72.0,172.0,59,48,/player/n-djouahra-337217
Lucho,Luis Alberto García Pacheco,1998-03-20,Colombia,GOA (Goalkeeper),Right,75.0,188.0,56,47,/player/luis-alberto-284015
Xavi Quintillà,Xavier Quintillà Guash,1996-08-23,Spain,DF (Defender),Left-footed,72.0,183.0,69,56,/player/xavier-quintilla-141829
Iván Martín,Iván Martín Núñez,1999-02-14,Spain,MID (Midfielder),Left-footed,70.0,178.0,67,58,/player/i-martin-423667
Waldo,Waldo Rubio Marin,1995-08-17,Spain,STR (Striker),Right,80.0,181.0,58,52,/player/waldo-198904
Aleksandar Jovanović,Aleksandar Jovanović,1992-12-06,Serbia,GOA (Goalkeeper),Right,85.0,191.0,66,59,/player/aleksandar-jovanovic-280950
Moses Simon,Moses Daddy-Ajala Simon,1995-07-12,Nigeria,STR (Striker),Left-footed,66.0,168.0,83,79,/player/m-simon-183157
Jose Suárez,José Aurelio Suárez García,1995-12-18,Spain,GOA (Goalkeeper),Right,82.0,189.0,64,56,/player/suarez-170360
Tellado,Adrian Tellado Robles,1999-02-05,Spain,DF (Defender),Right,63.0,172.0,46,38,/player/a-tellado-476630
Vasyl Kravets,Vasyl Kravets,1997-08-20,Ukraine,DF (Defender),Left-footed,79.0,183.0,71,64,/player/v-kravets-287799
Riqui Puig,Ricard Puig Martí,1999-08-13,Spain,MID (Midfielder),Right,56.0,169.0,70,61,/player/ricard-puig-427161
Julio Alonso,Julio Alonso Sosa,1998-12-14,Spain,DF (Defender),Left-footed,61.0,170.0,72,63,/player/julio-alonso-393036
Hodei Oleaga,Hodei Oleaga Alarcia,1996-12-29,Spain,GOA (Goalkeeper),Right,86.0,198.0,52,37,/player/oleaga-339664
Pablo De Blasis,Pablo De Blasis,1988-02-04,Argentina,MID (Midfielder),Right,62.0,165.0,75,68,/player/p-de-blasis-113026
Aihen Muñoz,Aihen Muñoz Capellán,1997-08-16,Spain,DF (Defender),Left-footed,72.0,175.0,76,69,/player/aihen-munoz-388866
Rajko Brezancić,Rajko Brezancić,1989-08-21,Serbia,DF (Defender),Left-footed,74.0,176.0,61,38,/player/rajko-brezancic-281256
Thomas Lemar,Thomas Lemar,1995-11-12,Guadalupe,MID (Midfielder),Left-footed,63.0,171.0,85,77,/player/t-lemar-200193
Francisco Beltrán,Francisco José Beltrán Peinado,1999-02-03,Spain,MID (Midfielder),Right,64.0,165.0,79,72,/player/f-beltran-310033
Nikola Vukcevic,Nikola Vukcevic,1991-12-13,Montenegro,MID (Midfielder),Right,74.0,184.0,77,47,/player/nikola-vukcevic-205602
Kaiser,Juan Carlos Lázaro Cervera,1996-04-04,Spain,DF (Defender),Right,80.0,187.0,58,52,/player/juan-carlos-200453
Valery,Valery Fernández Estrada,1999-11-23,Spain,DF (Defender),Right,73.0,182.0,68,55,/player/valery-fernandez-742299
Arturo Molina,Arturo Molina Tornero,1996-07-18,Spain,STR (Striker),Right,68.0,179.0,59,52,/player/a-molina-203524
Antoñito,Antonio Jesús Regal Angulo,1987-12-11,Spain,DF (Defender),Right,75.0,175.0,68,54,/player/antonito-69519
Javito,Javier López Abadías,1998-12-18,Spain,MID (Midfielder),Right,75.0,180.0,50,42,/player/javi-lopez-338943
Javi Galán,Javier Galán Gil,1994-11-19,Spain,DF (Defender),Left-footed,70.0,172.0,79,75,/player/rooney-189293
Fernando Calero,Fernando Calero Villa,1995-09-14,Spain,DF (Defender),Right,69.0,183.0,73,65,/player/calero-176427
Óscar Plano,Óscar Plano Pedreño,1991-02-11,Spain,STR (Striker),Two-Footed,68.0,180.0,77,69,/player/oscar-plano-74073
Martin Braithwaite,Martin Christensen Braithwaite,1991-06-05,Denmark,STR (Striker),Right,77.0,177.0,81,69,/player/m-braithwaite-66405
Marc Vito,Marc Vito Brezmes,1996-03-10,Spain,GOA (Goalkeeper),Left-footed,80.0,187.0,58,50,/player/marc-vito-brezmes-193297
Róber,Roberto González Bayón,2001-01-08,Spain,STR (Striker),Two-Footed,62.0,173.0,68,53,/player/rober-393705
Arthur,Arthur Henrique Ramos De Oliveira Melo,1996-08-12,Brazil,MID (Midfielder),Right,68.0,172.0,79,61,/player/arthur-249086
Patrick Roberts,Patrick John Joseph Roberts,1997-02-05,England,STR (Striker),Left-footed,58.0,167.0,72,56,/player/p-roberts-207609
Andrei,Andrei Florin Rațiu,1998-06-20,Romania,DF (Defender),Right,79.0,183.0,75,68,/player/andrei-337644
Robin Le Normand,Robin Le Normand,1996-11-11,France,DF (Defender),Right,80.0,187.0,87,84,/player/r-le-normand-227896
Ki Sung-Yueng,Ki Sung-Yueng,1989-01-24,South Korea,MID (Midfielder),Right,79.0,187.0,80,57,/player/s-y-ki-64928
Germán Valera,German Valera Karabinaite,2002-03-16,Spain,STR (Striker),Left-footed,67.0,170.0,68,50,/player/g-valera-468134
Antoñín,Antonio Cortés Heredia,2000-04-16,Spain,STR (Striker),Right,71.0,182.0,62,50,/player/antonin-393711
Domingos Duarte,Domingos De Sousa Coutinho Meneses Duarte,1995-03-10,Portugal,DF (Defender),Right,80.0,192.0,78,73,/player/d-duarte-229430
Lumor,Lumor Agbenyenu,1996-08-15,Ghana,DF (Defender),Left-footed,69.0,175.0,67,48,/player/lumor-251048
Joan Sastre,Joan Sastre Vanrell,1997-04-30,Spain,DF (Defender),Right,73.0,175.0,69,62,/player/juan-sastre-vanrell-205809
Matías Vargas,Matías Ezequiel Vargas Martín,1997-05-08,Argentina,STR (Striker),Right,66.0,168.0,73,65,/player/m-vargas-277354
Genaro,Genaro Rodríguez Serrano,1998-03-23,Spain,MID (Midfielder),Right,76.0,184.0,61,52,/player/g-rodriguez-290473
Mohamed Ezzarfani,Mohamed Ezzarfani,1997-11-15,Morocco,STR (Striker),Right,72.0,176.0,61,45,/player/m-ezzarfani-334301
Sergio Cubero,Sergio Cubero Ezcurra,1999-09-05,Spain,MID (Midfielder),Right,71.0,187.0,66,56,/player/s-ezcurra-869246
Germán Sánchez,German Sánchez Barahona,1986-12-12,Spain,DF (Defender),Right,82.0,187.0,79,68,/player/german-31080
Zambo Anguissa,André-Frank Zambo Anguissa,1995-11-16,Cameroon,MID (Midfielder),Right,74.0,184.0,84,81,/player/a-zambo-281126
Rodrigo Riquelme,Rodrigo Riquelme Reche,2000-04-02,Spain,STR (Striker),Right,67.0,174.0,76,65,/player/rodrigo-riquelme-426986
Diego Altube,Diego Altube Suárez,2000-02-22,Spain,GOA (Goalkeeper),Right,84.0,188.0,64,50,/player/diego-suarez-478829
Javi Martínez,Javier Martínez Calvo,1999-12-22,Spain,MID (Midfielder),Right,68.0,180.0,69,58,/player/javi-348974
Aimar Oroz,Aimar Oroz Huarte,2001-11-27,Spain,STR (Striker),Right,70.0,177.0,79,63,/player/aimar-oroz-769341
Ronald Araujo,Ronald Federico Araujo Da Silva,1999-03-07,Uruguay,DF (Defender),Right,79.0,188.0,86,82,/player/ronald-federicoaraujo-da-silva-355710
Rafa Soares,Luís Rafael Soares Alves,1995-05-09,Portugal,DF (Defender),Left-footed,74.0,182.0,76,67,/player/luis-rafael-148095
Álex Baena,Alejandro Baena Rodríguez,2001-07-20,Spain,STR (Striker),Right,,174.0,82,72,/player/alex-baena-872213
Oliver Burke,Oliver Jasen Burke,1997-04-07,Scotland,STR (Striker),Right,74.0,188.0,63,55,/player/burke-o-246256
João Félix,João Félix Sequeira,1999-11-10,Portugal,STR (Striker),Two-Footed,70.0,181.0,82,76,/player/f-sequeira-j-341347
Eden Hazard,Eden Michael Hazard,1991-01-07,Belgium,STR (Striker),Right,74.0,175.0,90,67,/player/e-hazard-21292
Aymane Mourid,Aymane Mourid,2000-05-07,Morocco,MID (Midfielder),Right,80.0,192.0,48,40,/player/a-mourid-910916
Marcos Lavín,Marcos Lavín Rodríguez,1996-09-02,Spain,GOA (Goalkeeper),Right,77.0,186.0,49,41,/player/marcos-187008
Óscar Clemente,Óscar Clemente Mues,1999-03-26,Spain,MID (Midfielder),Left-footed,68.0,175.0,66,56,/player/o-clemente-362889
Frenkie De Jong,Frenkie De Jong,1997-05-12,Netherlands,MID (Midfielder),Right,68.0,181.0,87,84,/player/f-de-jong-279661
Dufur,Unai Dufur Espelosín,1999-01-21,Spain,DF (Defender),Right,,183.0,63,53,/player/dufur-733737
Roman Tugarinov,Roman Tugarinov Kuklin,1999-10-20,Russia,DF (Defender),Right,80.0,189.0,52,43,/player/roman-tugarinov-427157
Julen Lobete,Julen Lobete Cienfuegos,2000-09-18,Spain,STR (Striker),Right,71.0,178.0,69,58,/player/lobo-825303
Toro Fernández,Gabriel Matías Fernández Leites,1994-05-13,Uruguay,STR (Striker),Right,80.0,186.0,72,65,/player/g-fernandez-233363
Florent Poulolo,Florent Poulolo,1997-01-02,Martinique,DF (Defender),Unknown,80.0,189.0,63,56,/player/f-poulolo-358508
Luka Romero,Luka Romero Bezzana,2004-11-18,Mexico,STR (Striker),Left-footed,64.0,165.0,54,35,/player/luka-romero-907086
Kieran Trippier,Kieran John Trippier,1990-09-19,England,DF (Defender),Right,71.0,178.0,88,85,/player/kieran-trippier
Hatem Ben Arfa,Hatem Ben Arfa,1987-03-07,France,MID (Midfielder),Left-footed,65.0,178.0,78,58,/player/h-ben-arfa-21368
Esteban Burgos,Esteban Rodrigo Burgos,1992-01-09,Argentina,DF (Defender),Right,80.0,190.0,71,56,/player/e-burgos-162208
Nabil Fekir,Nabil Fekir,1993-07-18,Algeria,MID (Midfielder),Left-footed,72.0,173.0,87,83,/player/n-fekir-186470
Luuk De Jong,Luuk De Jong,1990-08-27,Switzerland,STR (Striker),Right,80.0,188.0,86,74,/player/l-de-jong-29871
Amores,Iván Amores Alonso,1997-05-27,Spain,MID (Midfielder),Unknown,60.0,175.0,50,43,/player/amores-205568
Miquel Parera,Miquel Parera Piza,1996-05-18,Spain,GOA (Goalkeeper),Right,74.0,180.0,71,63,/player/miquel-parera-piza-205806
Nemanja Gudelj,Nemanja Gudelj,1991-11-16,Serbia,MID (Midfielder),Right,77.0,187.0,84,77,/player/n-gudelj-30048
Chidozie Awaziem,Chidozie Collins Awaziem,1997-01-01,Nigeria,DF (Defender),Right,78.0,189.0,73,67,/player/c-awaziem-251045
Ansu Fati,Anssumane Fati Vieira,2002-10-31,Guinea-Bissau,STR (Striker),Right,66.0,178.0,79,62,/player/a-fati-776260
Álex Blesa,Alejandro Blesa Pina,2002-01-15,Spain,MID (Midfielder),Left-footed,72.0,180.0,54,41,/player/a-blesa-695456
Juan Hernández,Juan Hernandez Garcia,1994-12-06,Spain,STR (Striker),Left-footed,70.0,177.0,58,47,/player/juan-176325
Baena,Ángel Baena Pérez,2000-10-13,Spain,STR (Striker),Right,68.0,173.0,60,48,/player/baena-546834
Daniel Villahermosa,Daniel Villahermosa Martínez,2001-01-02,Spain,MID (Midfielder),Right,63.0,172.0,62,48,/player/daniel-villahermosa-823939
Monchu,Ramón Rodríguez Jiménez,1999-09-13,Spain,MID (Midfielder),Right,68.0,173.0,72,63,/player/monchu-341317
Koba Koindredi,Koba Lein Koindredi,2001-10-27,Djibouti,MID (Midfielder),Right,76.0,184.0,60,46,/player/k-koindredi-661711
Migue,Miguel Ángel Leal Díaz,1997-02-01,Spain,DF (Defender),Right,68.0,176.0,68,61,/player/migue-337643
Hernâni,Hernâni Jorge Santos Fortes,1991-08-20,Portugal,STR (Striker),Two-Footed,70.0,180.0,72,41,/player/hernani-148947
Pablo Lombo,Pablo Lombo Suárez,1999-05-24,Spain,GOA (Goalkeeper),Right,,188.0,42,33,/player/pablo-lombo-369411
André,André Felipe Grandi,1997-05-02,Unknown,GOA (Goalkeeper),Right,84.0,191.0,42,38,/player/andre-759864
Kike Saverio,Javier Enrique Delgado Saverio,1999-06-19,Italy,STR (Striker),Right,73.0,177.0,57,48,/player/javier-delgado-427164
Kike Perez,Enrique Perez Muñoz,1997-02-14,Spain,MID (Midfielder),Left-footed,78.0,184.0,68,62,/player/e-perez-283548
Unai Vencedor,Unai Vencedor Paris,2000-11-15,Spain,MID (Midfielder),Right,70.0,176.0,76,67,/player/unai-vencedor-556622
Pablo Chavarría,Pablo Chavarría,1988-01-02,Argentina,STR (Striker),Right,79.0,185.0,76,47,/player/p-chavarria-148618
Giorgi,Giorgi Kochorashvili,1999-06-29,Georgia,MID (Midfielder),Right,70.0,176.0,52,37,/player/g-kochorashvili-297534
Dani Martín,Daniel Martín Fernández,1998-07-08,Spain,GOA (Goalkeeper),Right,76.0,186.0,58,49,/player/dani-235682
Matheus Fernandes,Matheus Fernandes Siqueira,1998-06-30,Brazil,MID (Midfielder),Right,71.0,183.0,66,47,/player/m-fernandes-348502
Xisco Campos,Francisco Javier Campos Coll,1982-03-10,Spain,DF (Defender),Right,74.0,180.0,65,50,/player/xisco-campos-27463
Aleksandar Trajkovski,Aleksandar Trajkovski,1992-09-05,Macedonia,STR (Striker),Two-Footed,72.0,179.0,68,53,/player/a-trajkovski-112722
Fran Gámez,Francisco Gámez López,1991-07-27,Spain,DF (Defender),Right,71.0,174.0,72,65,/player/fran-82098
Martin Valjent,Martin Valjent,1995-12-11,Slovakia,DF (Defender),Right,83.0,187.0,83,79,/player/m-valjent-307429
Moncayola,Jon Moncayola Tollar,1998-05-13,Spain,MID (Midfielder),Right,66.0,175.0,80,75,/player/moncayola-460285
Jorge De Frutos,Jorge De Frutos Sebastián,1997-02-20,Spain,STR (Striker),Right,72.0,173.0,75,69,/player/frutos-308966
Joseph Aidoo,Joseph Aidoo,1995-09-29,Ghana,DF (Defender),Right,80.0,184.0,79,74,/player/j-aidoo-276807
Javi López,Javier López Carballo,2002-03-25,Spain,DF (Defender),Left-footed,75.0,183.0,69,51,/player/javier-lopez-745973
Pablo Pérez,Pablo Pérez Rico,2001-08-18,Spain,DF (Defender),Left-footed,,174.0,55,42,/player/pablo-perez-915865
Abdallahi,Abdallahi Mohamed Mahmoud,2000-05-04,Mauritania,MID (Midfielder),Right,75.0,187.0,52,43,/player/abdallahi-mahmoud-862673
Fran,Francisco Manuel González Verjaga,1998-08-13,Spain,DF (Defender),Right,,190.0,58,50,/player/francisco-m-gonzalez-420006
Etxebarria,Unai Etxebarria Martin,1996-08-30,Spain,GOA (Goalkeeper),Right,82.0,188.0,54,48,/player/etxebarria-186131
Sergio Bermejo,Sergio Bermejo Lillo,1997-08-17,Spain,STR (Striker),Left-footed,68.0,170.0,70,63,/player/sergio-275587
Modibo Sagnan,Modibo Sagnan,1999-04-14,France,DF (Defender),Left-footed,71.0,187.0,76,67,/player/modibo-sagnan-393909
Guido Rodriguez,Guido Rodríguez,1994-04-12,Argentina,MID (Midfielder),Right,80.0,185.0,87,84,/player/g-rodriguez-239901
Lucas Ocampos,Lucas Ocampos,1994-07-11,Argentina,STR (Striker),Two-Footed,82.0,187.0,85,76,/player/l-ocampos-110745
David Ramos,David Ramos Guillén,1997-08-19,Spain,MID (Midfielder),Right,68.0,175.0,58,51,/player/ramos-193549
Ivi,Iván Lopez Cristobal,1998-08-08,Spain,DF (Defender),Right,,186.0,54,46,/player/ivan-423524
Rubén García,Rubén García Canales,1998-10-23,Spain,DF (Defender),Right,76.0,180.0,56,48,/player/ruben-g-257685
Aritz Arambarri,Aritz Arambarri Murua,1998-01-31,Spain,DF (Defender),Right,76.0,186.0,64,56,/player/aritz-326081
Fyodor Smolov,Fyodor Mikhailovich Smolov,1990-02-09,Russia,STR (Striker),Right,79.0,185.0,82,75,/player/f-smolov-66208
Iago,Iago Dominguez Rodriguez,2001-11-22,Spain,GOA (Goalkeeper),Unknown,76.0,188.0,46,35,/player/iago-886898
Alfonso Pastor,Alfonso Pastor Vacas,2000-10-04,Spain,GOA (Goalkeeper),Right,82.0,190.0,58,47,/player/a-pastor-364666
Miguel Gutiérrez,Miguel Gutiérrez Ortega,2001-07-27,Spain,DF (Defender),Left-footed,68.0,180.0,75,61,/player/miguel-gutierrez-739892
Álvaro,Álvaro García Segovia,2000-06-01,Spain,DF (Defender),Left-footed,77.0,184.0,60,48,/player/a-garcia-347138
Jacobo,Jacobo González Rodrigáñez,1997-03-25,Spain,STR (Striker),Right,66.0,176.0,63,55,/player/jacobo-281045
Adrián Guerrero,Adrián Guerrero Aguilar,1998-01-28,Spain,MID (Midfielder),Left-footed,66.0,174.0,76,70,/player/a-guerrero-364808
Renan Lodi,Renan Augusto Lodi Dos Santos,1998-04-08,Brazil,DF (Defender),Left-footed,74.0,178.0,81,72,/player/r-lodi-342212
Sergio Carreira,Sergio Carreira Vilariño,2000-10-13,Spain,DF (Defender),Right,65.0,170.0,70,57,/player/s-carreira-460639
Daniel Morer,Daniel Morer Cabrera,1998-02-05,Spain,DF (Defender),Right,63.0,169.0,60,52,/player/d-morer-275901
Rodrygo,Rodrygo Silva De Goes,2001-01-09,Brazil,STR (Striker),Right,62.0,174.0,84,77,/player/rodrygo-365923
Leonardo Koutris,Leonardo Koutris,1995-07-23,Brazil,DF (Defender),Left-footed,70.0,170.0,72,54,/player/l-koutris-189697
Jorge Sáenz,Jorge Sáenz De Miera Colmeiro,1996-11-17,Spain,DF (Defender),Right,75.0,192.0,67,60,/player/jorge-207179
Pablo Martínez,Pablo Martínez Andrés,1998-02-22,Spain,MID (Midfielder),Right,74.0,182.0,64,56,/player/p-martinez-372019
Luis López,Luis Federico López Andugar,2001-05-08,Spain,GOA (Goalkeeper),Left-footed,76.0,190.0,50,39,/player/l-federico-776265
Sofian Chakla,Sofian Chakla,1993-09-02,Morocco,DF (Defender),Right,75.0,188.0,64,58,/player/sufi-139711
Paulino,Paulino De La Fuente Gómez,1997-06-27,Spain,MID (Midfielder),Left-footed,75.0,183.0,67,60,/player/pau-314124
Juanlu Sánchez,Juan Luis Sánchez Velasco,2003-08-15,Spain,STR (Striker),Right,68.0,183.0,76,54,/player/juanlu-875356
Ivan Šaponjić,Ivan Saponjic,1997-08-02,Serbia,STR (Striker),Right,83.0,189.0,58,51,/player/ivan-saponjic-237929
Ante Budimir,Ante Budimir,1991-07-22,Croatia,STR (Striker),Left-footed,75.0,190.0,78,72,/player/a-budimir-86790
Miguel Atienza,Miguel Ángel Atienza Villa,1999-05-27,Spain,MID (Midfielder),Right,77.0,186.0,67,57,/player/m-atienza-357898
Luka Jović,Luka Jović,1997-12-23,Bosnia and Herzegovina,STR (Striker),Two-Footed,79.0,181.0,83,69,/player/l-jovic-222134
Eliseo,Eliseo Falcón Falcón,1997-02-11,Spain,DF (Defender),Right,83.0,183.0,61,54,/player/eliseo-325342
Dragan Rosić,Dragan Rosić,1996-09-22,Serbia,GOA (Goalkeeper),Left-footed,85.0,194.0,53,45,/player/d-rosic-338143
Diego Carlos,Diego Carlos Santos Silva,1993-03-15,Brazil,DF (Defender),Right,79.0,184.0,88,86,/player/diego-carlos-232128
Rodri,Rodrigo Sánchez Rodríguez,2000-02-16,Spain,MID (Midfielder),Left-footed,62.0,168.0,77,68,/player/rodrigo-759872
Ismael,Ismael Gutiérrez Montilla,2000-08-07,Spain,MID (Midfielder),Right,74.0,176.0,51,42,/player/i-montilla-730079
Filip Bradarić,Filip Bradaric,1992-01-11,Croatia,MID (Midfielder),Right,77.0,185.0,68,52,/player/f-bradaric-195180
Aridai,Aridai Cabrera Suárez,1988-09-26,Spain,STR (Striker),Right,64.0,170.0,63,46,/player/aridai-35724
Ricard,Ricard Sánchez Sendra,2000-02-22,Spain,DF (Defender),Right,67.0,175.0,75,64,/player/r-sanchez-752814
Manu Garrido,Manuel Garrido Álvarez,2000-10-06,Spain,STR (Striker),Right,87.0,189.0,55,44,/player/manuel-423525
Borja Sainz,Borja Sainz Eguskiza,2001-02-01,Spain,STR (Striker),Right,75.0,178.0,72,58,/player/borja-804647
Vicente Esquerdo,Vicente Esquerdo Santas,1999-01-02,Spain,MID (Midfielder),Left-footed,75.0,182.0,54,46,/player/v-esquerdo-731329
Jules Koundé,Jules Koundé,1998-11-12,France,DF (Defender),Right,70.0,178.0,88,85,/player/j-kounde-309864
Pol Lozano,Pol Lozano Vizuete,1999-10-06,Spain,MID (Midfielder),Right,68.0,176.0,65,55,/player/p-lozano-319028
Abdul-Rahman Baba,Abdul Rahman Baba,1994-07-02,Ghana,DF (Defender),Left-footed,70.0,180.0,70,63,/player/a-baba-147121
Luis Rioja,Luis Jesús Rioja González,1993-10-16,Spain,STR (Striker),Two-Footed,65.0,173.0,78,72,/player/rioja-79475
Pablo Gozálbez,Pablo Gozalbez Gilabert,2001-04-30,Spain,MID (Midfielder),Right,65.0,170.0,63,49,/player/p-gozalbez-776302
Ljubomir Fejsa,Ljubomir Fejsa,1988-08-14,Serbia,MID (Midfielder),Right,80.0,185.0,77,53,/player/l-fejsa-3194
Nil Garrido,Nil Garrido Estrada,2001-03-26,Unknown,MID (Midfielder),Right,,175.0,60,46,/player/nil-garrido-948612
Nico Melamed,Nicolás Melamed Ribaudo,2001-04-11,Spain,STR (Striker),Right,68.0,173.0,70,56,/player/melamed-ribaudo-823938
Hector Herrera,Héctor Miguel Herrera López,1990-04-19,Mexico,MID (Midfielder),Right,70.0,180.0,85,71,/player/h-herrera-161366
Joan Monterde,Joan Monterde Raygal,1997-12-18,Spain,STR (Striker),Right,66.0,168.0,54,47,/player/joan-340643
Ferland Mendy,Ferland Sinna Mendy,1995-06-08,France,DF (Defender),Left-footed,73.0,178.0,84,81,/player/f-mendy-223247
Dani Cárdenas,Daniel Cárdenas Lindez,1997-03-28,Spain,GOA (Goalkeeper),Right,74.0,184.0,78,70,/player/daniel-274684
José Rodríguez,José Luis Rodríguez Francis,1998-06-19,Panama,STR (Striker),Left-footed,72.0,175.0,73,65,/player/joserodriguez-308070
Arnau Tenas,Arnau Tenas Ureña,2001-05-30,Spain,GOA (Goalkeeper),Right,75.0,185.0,61,48,/player/a-tenas-468129
Losada,Iker Losada Aragunde,2001-08-01,Spain,STR (Striker),Right,70.0,175.0,65,41,/player/losada-824848
Aleix Febas,Aleix Febas Pérez,1996-02-02,Spain,MID (Midfielder),Right,58.0,166.0,69,58,/player/febas-136595
Trápaga,José Luis Trápaga Fuentevilla,1998-05-21,Spain,DF (Defender),Right,69.0,176.0,50,43,/player/jose-luis-trapaga-404264
Dani Rodríguez,Daniel José Rodríguez Vázquez,1988-06-06,Spain,MID (Midfielder),Right,71.0,177.0,79,72,/player/dani-rodriguez-140938
Lisandro Magallan,Lisandro Magallán,1993-09-27,Argentina,DF (Defender),Right,76.0,181.0,74,57,/player/l-magallan-95168
Víctor García,Víctor García Raja,1997-09-16,Spain,STR (Striker),Right,70.0,180.0,60,53,/player/victor-garcia-349782
Visus,Ricardo Visus Contreras,2001-04-24,Spain,DF (Defender),Right,,192.0,59,45,/player/visus-896609
Aleksandar Sedlar,Aleksandar Sedlar,1991-12-13,Serbia,DF (Defender),Right,79.0,178.0,64,58,/player/aleksandar-sedlar-281232
Ismail Köybaşı,Ismail Köybasi,1989-07-10,Turkey,DF (Defender),Left-footed,75.0,177.0,72,54,/player/i-koyba-94026
Raúl,Raúl García de Haro,2000-11-03,Spain,STR (Striker),Right,69.0,191.0,69,58,/player/r-garcia-423702
Pepe Sánchez,José Sánchez Martinez,2000-03-02,Spain,DF (Defender),Right,63.0,185.0,54,43,/player/pepe-854043
Takefusa Kubo,Takefusa Kubo,2001-06-04,Japan,STR (Striker),Left-footed,69.0,173.0,82,72,/player/t-kubo-335085
Fer Niño,Fernando Niño Rodríguez,2000-10-24,Spain,STR (Striker),Right,77.0,190.0,72,61,/player/fernando-nino-870216
Gaizka Larrazabal,Gaizka Larrazabal Goicoetxea,1997-12-17,Spain,STR (Striker),Right,81.0,180.0,65,56,/player/g-larrazabal-335731
Martínez,José Antonio Martínez Gil,1993-02-12,Spain,DF (Defender),Left-footed,84.0,189.0,74,68,/player/jose-antonio-204877
Sergio Herrera,Sergio Herrera Piró,1993-06-05,Spain,GOA (Goalkeeper),Right,82.0,192.0,81,76,/player/sergio-herrera-88568
Manu Vallejo,Manuel Javier Vallejo Galván,1997-02-14,Spain,STR (Striker),Right,62.0,167.0,67,47,/player/m-vallejo-248082
Javier Hernández,Javier Hernandez Carrera,1998-05-02,Spain,DF (Defender),Left-footed,74.0,182.0,73,65,/player/h-carrera-j-341684
Pere Joan,Pere Joan García Bauzà,2002-03-22,Spain,GOA (Goalkeeper),Unknown,,180.0,46,35,/player/p-garcia-891230
Roger Assalé,Roger Claver Assalé Djapone,1993-11-13,Ivory Coast,STR (Striker),Left-footed,67.0,167.0,75,49,/player/r-assale-246455
Éder Militão,Éder Gabriel Militão,1998-01-18,Brazil,DF (Defender),Right,79.0,186.0,88,86,/player/eder-militao-296305
Jime,Jorge Jiménez Rodríguez,1999-05-20,Spain,MID (Midfielder),Left-footed,61.0,170.0,52,37,/player/jime-736023
Jesús Ruiz,Jesús Ruiz Suarez,1997-01-20,Spain,GOA (Goalkeeper),Right,77.0,185.0,62,53,/player/j-ruiz-305716
Rafael Obrador,Rafael Obrador Burguera,2004-02-24,Spain,DF (Defender),Left-footed,72.0,181.0,70,46,/player/r-obrador-901445
José Fontán,José Manuel Fontán Mondragón,2000-02-11,Spain,DF (Defender),Left-footed,76.0,183.0,62,50,/player/jose-fontan-759876
Jose Hualde,Jose Javier Hualde Zaratiegui,1998-04-28,Spain,MID (Midfielder),Left-footed,,176.0,50,44,/player/j-hualde-448655
Rey Manaj,Rey Manaj,1997-02-24,Albania,STR (Striker),Two-Footed,76.0,182.0,68,61,/player/r-manaj-240165
Sillero,Jon Sillero Monreal,1998-05-24,Spain,DF (Defender),Right,80.0,177.0,55,39,/player/j-sillero-308648
Hugo Guillamón,Hugo Guillamón Sanmartín,2000-01-31,Spain,MID (Midfielder),Right,65.0,178.0,82,75,/player/h-sanmartin-342273
Alexander Isak,Alexander Isak,1999-09-21,Sweden,STR (Striker),Right,77.0,190.0,86,83,/player/a-isak-301340
