Date,HomeTeam,AwayTeam,home_lineup_names,away_lineup_names
2020-10-04,Alavés,Athletic,"['Fernando Pacheco', 'Florian Lejeune', 'Laguardia', 'Ximo Navarro', 'Pere Pons', 'Tomás Pina', 'Rodrigo Battaglia', 'Rubén Duarte', 'Édgar Méndez', 'Joselu', 'Deyverson']","['Unai Simón', 'Íñigo Martínez', 'Unai Núñez', 'Yuri', 'Ander Capa', 'Dani García', 'Unai López', 'Oihan Sancet', 'Iñigo Córdoba', 'Iñaki Williams', 'Raúl García']"
2020-10-04,Levante,Real Madrid,"['Aitor Fernández', 'Sergio Postigo', 'Rúben Vezo', 'Carlos Clerc', 'Miramón', 'Mickael Malsa', 'Nikola Vukcevic', 'Enis Bardhi', 'José Campaña', 'Morales', 'Roger']","['Thibaut Courtois', 'Sergio Ramos', 'Raphaël Varane', 'Ferland Mendy', 'Nacho', 'Casemiro', 'Federico Valverde', 'Luka Modrić', 'Vinícius', 'Karim Benzema', 'Marco Asensio']"
2020-10-04,Cádiz,Granada,"['Jeremías Ledesma', 'Marcos Mauro', 'Juan Cala', 'Pacha Espino', 'Iza', 'Jens Jønsson', 'José Mari', 'Álex', 'Pombo', 'Salvi', 'Choco Lozano']","['Rui Silva', 'Germán Sánchez', 'Jesús Vallejo', 'Carlos Neva', 'Dimitri Foulquier', 'Luis Milla', 'Maxime Gonalons', 'Yangel Herrera', 'Kenedy', 'Antonio Puertas', 'Jorge Molina']"
2020-10-04,Barcelona,Sevilla,"['Neto', 'Ronald Araujo', 'Gerard Piqué', 'Jordi Alba', 'Sergi Roberto', 'Frenkie De Jong', 'Sergio Busquets', 'Philippe Coutinho', 'Ansu Fati', 'Antoine Griezmann', 'Lionel Messi']","['Bono', 'Diego Carlos', 'Jules Koundé', 'Marcos Acuña', 'Jesús Navas', 'Fernando', 'Ivan Rakitić', 'Joan Jordán', 'Lucas Ocampos', 'Luuk De Jong', 'Suso']"
2020-10-17,Granada,Sevilla,"['Rui Silva', 'Domingos Duarte', 'Germán Sánchez', 'Carlos Neva', 'Dimitri Foulquier', 'Luis Milla', 'Maxime Gonalons', 'Montoro', 'Kenedy', 'Antonio Puertas', 'Roberto Soldado']","['Bono', 'Diego Carlos', 'Sergi Gómez', 'Sergio Escudero', 'Jesús Navas', 'Fernando', 'Ivan Rakitić', 'Joan Jordán', 'Munir', 'Carlos Fernández', 'Suso']"
2020-10-17,Celta,Atlético,"['Iván Villar', 'Jeison Murillo', 'Néstor Araujo', 'José Fontán', 'Sergio Carreira', 'Lucas Olaza', 'Renato Tapia', 'Francisco Beltrán', 'Nolito', 'Santi Mina', 'Iago Aspas']","['Jan Oblak', 'Mario Hermoso', 'Stefan Savić', 'Manu Sánchez', 'Kieran Trippier', 'Koke', 'Lucas Torreira', 'Thomas Lemar', 'Ángel Correa', 'Diego Costa', 'Luis Suárez']"
2020-10-17,Real Madrid,Cádiz,"['Thibaut Courtois', 'Sergio Ramos', 'Raphaël Varane', 'Marcelo', 'Nacho', 'Toni Kroos', 'Luka Modrić', 'Isco', 'Vinícius', 'Lucas Vázquez', 'Karim Benzema']","['Jeremías Ledesma', 'Fali', 'Juan Cala', 'Pacha Espino', 'Akapo', 'Jens Jønsson', 'José Mari', 'Álex', 'Salvi', 'Choco Lozano', 'Álvaro Negredo']"
2020-10-17,Getafe,Barcelona,"['David Soria', 'Erick Cabaco', 'Dakonam Djené', 'Mathías Olivera', 'Damián Suárez', 'Mauro Arambarri', 'Nemanja Maksimović', 'Marc Cucurella', 'Allan Nyom', 'Cucho', 'Jaime Mata']","['Neto', 'Clément Lenglet', 'Gerard Piqué', 'Sergiño Dest', 'Sergi Roberto', 'Frenkie De Jong', 'Sergio Busquets', 'Pedri', 'Ousmane Dembélé', 'Antoine Griezmann', 'Lionel Messi']"
2020-10-18,Eibar,Osasuna,"['Marko Dmitrović', 'Paulo Oliveira', 'Esteban Burgos', 'Kevin Rodrigues', 'Anaitz Arbilla', 'Miguel Atienza', 'Sergio Álvarez', 'Takashi Inui', 'Alejandro Pozo', 'Kike García', 'Yoshinori Muto']","['Sergio Herrera', 'David García', 'Aridane', 'Íñigo Pérez', 'Facundo Roncaglia', 'Oier', 'Moncayola', 'Kike Barja', 'Rubén García', 'Enric Gallego', 'Jonathan Calleri']"
2020-10-18,Athletic,Levante,"['Unai Simón', 'Íñigo Martínez', 'Yeray', 'Mikel Balenziaga', 'Ander Capa', 'Unai López', 'Dani García', 'Raúl García', 'Álex Berenguer', 'Iker Muniain', 'Iñaki Williams']","['Koke Vegas', 'Sergio Postigo', 'Rúben Vezo', 'Carlos Clerc', 'Miramón', 'Mickael Malsa', 'Melero', 'Rubén Rochina', 'Enis Bardhi', 'José Campaña', 'Morales']"
2020-10-18,Villarreal,Valencia,"['Sergio Asenjo', 'Pau', 'Raúl Albiol', 'Alfonso Pedraza', 'Mario Gaspar', 'Vicente Iborra', 'Manu Trigueros', 'Daniel Parejo', 'Samuel Chukwueze', 'Moi Gómez', 'P. Alcácer']","['Jaume Doménech', 'Gabriel Paulista', 'Mouctar Diakhaby', 'José Gayà', 'Thierry Correia', 'Carlos Soler', 'Daniel Wass', 'Álex Blanco', 'Yunus Musah', 'Maximiliano Gómez', 'Gonçalo Guedes']"
2020-10-18,Alavés,Elche,"['Fernando Pacheco', 'Rodrigo Ely', 'Florian Lejeune', 'Ximo Navarro', 'Rodrigo Battaglia', 'Pere Pons', 'Jota', 'Adrián Marín', 'Édgar Méndez', 'Lucas Pérez', 'Joselu']","['Édgar Badía', 'Gonzalo Verdú', 'Dani Calvo', 'Antonio Barragán', 'Iván Marcone', 'Raúl Guti', 'Josan', 'Fidel', 'Tete Morente', 'Juan Sánchez Miño', 'Pere Milla']"
2020-10-18,Huesca,Real Valladolid,"['Andrés Fernández', 'Dimitrios Siovas', 'Jorge Pulido', 'Luisinho', 'Pablo Maffeo', 'Pedro Mosquera', 'Jaime Seoane', 'Borja García', 'Javi Ontiveros', 'David Ferreiro', 'Rafa Mir']","['Roberto Jiménez', 'Jawad El Yamiq', 'Bruno', 'Nacho', 'Luis Pérez', 'Rubén Alcaraz', 'Federico San Emeterio', 'Toni Villa', 'Óscar Plano', 'Waldo', 'Sergi Guardiola']"
2020-10-18,Real Betis,R. Sociedad,"['Claudio Bravo', 'Sidnei', 'Marc Bartra', 'Álex Moreno', 'Aitor Ruibal', 'Sergio Canales', 'Guido Rodriguez', 'Nabil Fekir', 'Cristian Tello', 'Joaquín', 'Borja Iglesias']","['Álex Remiro', 'Robin Le Normand', 'Aritz Elustondo', 'Ignacio Monreal', 'Gorosabel', 'Ander Guevara', 'Mikel Merino', 'David Silva', 'Mikel Oyarzabal', 'Portu', 'Willian José']"
2020-10-23,Elche,Valencia,"['Édgar Badía', 'Gonzalo Verdú', 'Josema', 'Antonio Barragán', 'Iván Marcone', 'Raúl Guti', 'Josan', 'Fidel', 'Jeison Lucumí', 'Emiliano Rigoni', 'Pere Milla']","['Jaume Doménech', 'Mouctar Diakhaby', 'Gabriel Paulista', 'Toni Lato', 'Thierry Correia', 'Daniel Wass', 'Carlos Soler', 'Gonçalo Guedes', 'José Gayà', 'Yunus Musah', 'Kevin Gameiro']"
2020-10-24,Barcelona,Real Madrid,"['Neto', 'Clément Lenglet', 'Gerard Piqué', 'Jordi Alba', 'Sergiño Dest', 'Frenkie De Jong', 'Sergio Busquets', 'Lionel Messi', 'Philippe Coutinho', 'Pedri', 'Ansu Fati']","['Thibaut Courtois', 'Sergio Ramos', 'Raphaël Varane', 'Ferland Mendy', 'Nacho', 'Casemiro', 'Toni Kroos', 'Federico Valverde', 'Vinícius', 'Karim Benzema', 'Marco Asensio']"
2020-10-24,Osasuna,Athletic,"['Sergio Herrera', 'Aridane', 'Facundo Roncaglia', 'David García', 'Nacho Vidal', 'Juan Cruz', 'Íñigo Pérez', 'Oier', 'Jony', 'Rubén García', 'Enric Gallego']","['Unai Simón', 'Íñigo Martínez', 'Yeray', 'Mikel Balenziaga', 'Ander Capa', 'Unai López', 'Dani García', 'Raúl García', 'Álex Berenguer', 'Iker Muniain', 'Iñaki Williams']"
2020-10-24,Sevilla,Eibar,"['Tomáš Vaclík', 'Diego Carlos', 'Sergi Gómez', 'Marcos Acuña', 'Jesús Navas', 'Nemanja Gudelj', 'Óliver Torres', 'Ivan Rakitić', 'Óscar Rodríguez', 'Youssef En-Nesyri', 'Munir']","['Marko Dmitrović', 'Esteban Burgos', 'Paulo Oliveira', 'Anaitz Arbilla', 'Alejandro Pozo', 'Pape Diop', 'Sergio Álvarez', 'Takashi Inui', 'Bryan Gil', 'Kevin Rodrigues', 'Kike García']"
2020-10-24,Atlético,Real Betis,"['Jan Oblak', 'Felipe', 'Stefan Savić', 'Mario Hermoso', 'Kieran Trippier', 'Koke', 'Lucas Torreira', 'Thomas Lemar', 'Marcos Llorente', 'Ángel Correa', 'Luis Suárez']","['Claudio Bravo', 'Marc Bartra', 'Aïssa Mandi', 'Álex Moreno', 'Martín Montoya', 'William Carvalho', 'Guido Rodriguez', 'Sergio Canales', 'Cristian Tello', 'Nabil Fekir', 'Arnaldo Sanabria']"
2020-10-25,Real Valladolid,Alavés,"['Roberto Jiménez', 'Jawad El Yamiq', 'Joaquín Fernández', 'Nacho', 'Saidy Janko', 'Kike Perez', 'Rubén Alcaraz', 'Toni Villa', 'Fabián Orellana', 'Shon Weissman', 'Sergi Guardiola']","['Fernando Pacheco', 'Florian Lejeune', 'Laguardia', 'Rubén Duarte', 'Ximo Navarro', 'Rodrigo Battaglia', 'Tomás Pina', 'Jota', 'Édgar Méndez', 'Joselu', 'Lucas Pérez']"
2020-10-25,Cádiz,Villarreal,"['Jeremías Ledesma', 'Juan Cala', 'Fali', 'Pacha Espino', 'Akapo', 'Jens Jønsson', 'José Mari', 'Álex', 'Salvi', 'Choco Lozano', 'Álvaro Negredo']","['Sergio Asenjo', 'Pau', 'Raúl Albiol', 'Alfonso Pedraza', 'Mario Gaspar', 'Vicente Iborra', 'Manu Trigueros', 'Francis Coquelin', 'Takefusa Kubo', 'Moi Gómez', 'P. Alcácer']"
2020-10-25,Getafe,Granada,"['David Soria', 'Erick Cabaco', 'Dakonam Djené', 'Mathías Olivera', 'Damián Suárez', 'Nemanja Maksimović', 'Mauro Arambarri', 'Marc Cucurella', 'Allan Nyom', 'Jaime Mata', 'Cucho']","['Rui Silva', 'Jesús Vallejo', 'Germán Sánchez', 'Carlos Neva', 'Dimitri Foulquier', 'Yangel Herrera', 'Yan Eteki', 'Montoro', 'Luis Suárez', 'Kenedy', 'Jorge Molina']"
2020-10-25,R. Sociedad,Huesca,"['Álex Remiro', 'Aritz Elustondo', 'Robin Le Normand', 'Aihen Muñoz', 'Gorosabel', 'Zubimendi', 'Jon Guridi', 'David Silva', 'Mikel Oyarzabal', 'Portu', 'Willian José']","['Andrés Fernández', 'Dimitrios Siovas', 'Jorge Pulido', 'Javi Galán', 'Pablo Maffeo', 'Pedro Mosquera', 'Borja García', 'Jaime Seoane', 'David Ferreiro', 'Sandro Ramírez', 'Rafa Mir']"
2020-10-26,Levante,Celta,"['Aitor Fernández', 'Óscar Duarte', 'Sergio Postigo', 'Toño García', 'Miramón', 'Mickael Malsa', 'Melero', 'José Campaña', 'Rubén Rochina', 'Morales', 'Roger']","['Iván Villar', 'Néstor Araujo', 'Jeison Murillo', 'José Fontán', 'Sergio Carreira', 'Lucas Olaza', 'Renato Tapia', 'Nolito', 'Denis Suárez', 'Santi Mina', 'Iago Aspas']"
2020-10-30,Eibar,Cádiz,"['Marko Dmitrović', 'Paulo Oliveira', 'Esteban Burgos', 'Kevin Rodrigues', 'Anaitz Arbilla', 'Pape Diop', 'Sergio Álvarez', 'Takashi Inui', 'Alejandro Pozo', 'Bryan Gil', 'Kike García']","['Jeremías Ledesma', 'Fali', 'Juan Cala', 'Pacha Espino', 'Akapo', 'Jens Jønsson', 'José Mari', 'Álex', 'Salvi', 'Choco Lozano', 'Álvaro Negredo']"
2020-10-31,Real Madrid,Huesca,"['Thibaut Courtois', 'Sergio Ramos', 'Éder Militão', 'Marcelo', 'Lucas Vázquez', 'Casemiro', 'Luka Modrić', 'Federico Valverde', 'Eden Hazard', 'Karim Benzema', 'Marco Asensio']","['Andrés Fernández', 'Dimitrios Siovas', 'Jorge Pulido', 'Luisinho', 'Pablo Maffeo', 'Kelechi Nwakali', 'Pedro Mosquera', 'Borja García', 'Javi Ontiveros', 'Sergio Gómez', 'Rafa Mir']"
2020-10-31,Athletic,Sevilla,"['Unai Simón', 'Íñigo Martínez', 'Yeray', 'Yuri', 'Ander Capa', 'Oier Zarraga', 'Dani García', 'Raúl García', 'Jon Morcillo', 'Álex Berenguer', 'Iñaki Williams']","['Bono', 'Diego Carlos', 'Jules Koundé', 'Marcos Acuña', 'Jesús Navas', 'Fernando', 'Ivan Rakitić', 'Joan Jordán', 'Youssef En-Nesyri', 'Luuk De Jong', 'Lucas Ocampos']"
2020-10-31,Osasuna,Atlético,"['Sergio Herrera', 'David García', 'Unai', 'Íñigo Pérez', 'Facundo Roncaglia', 'Oier', 'Moncayola', 'Jony', 'Rubén García', 'Enric Gallego', 'Adrián']","['Jan Oblak', 'Stefan Savić', 'José Giménez', 'Mario Hermoso', 'Kieran Trippier', 'Koke', 'Hector Herrera', 'Vitolo', 'Marcos Llorente', 'João Félix', 'Ángel Correa']"
2020-10-31,Alavés,Barcelona,"['Fernando Pacheco', 'Florian Lejeune', 'Laguardia', 'Rubén Duarte', 'Ximo Navarro', 'Rodrigo Battaglia', 'Tomás Pina', 'Jota', 'Édgar Méndez', 'Luis Rioja', 'Deyverson']","['Neto', 'Clément Lenglet', 'Gerard Piqué', 'Jordi Alba', 'Sergi Roberto', 'Frenkie De Jong', 'Sergio Busquets', 'Lionel Messi', 'Ansu Fati', 'Ousmane Dembélé', 'Antoine Griezmann']"
2020-11-01,Real Betis,Elche,"['Claudio Bravo', 'Marc Bartra', 'Aïssa Mandi', 'Álex Moreno', 'Emerson Royal', 'Sergio Canales', 'Guido Rodriguez', 'Nabil Fekir', 'Cristian Tello', 'Joaquín', 'Arnaldo Sanabria']","['Édgar Badía', 'Gonzalo Verdú', 'Josema', 'Antonio Barragán', 'Iván Marcone', 'Raúl Guti', 'Josan', 'Fidel', 'Pere Milla', 'Juan Sánchez Miño', 'Lucas Boyé']"
2020-11-01,Celta,R. Sociedad,"['Rubén Blanco', 'Jeison Murillo', 'Néstor Araujo', 'José Fontán', 'Sergio Carreira', 'Francisco Beltrán', 'Renato Tapia', 'Denis Suárez', 'Miguel Baeza', 'Nolito', 'Iago Aspas']","['Álex Remiro', 'Robin Le Normand', 'Modibo Sagnan', 'Aihen Muñoz', 'Gorosabel', 'Zubimendi', 'Jon Guridi', 'David Silva', 'Mikel Oyarzabal', 'Ander Barrenetxea', 'Willian José']"
2020-11-01,Granada,Levante,"['Rui Silva', 'Domingos Duarte', 'Germán Sánchez', 'Carlos Neva', 'Jesús Vallejo', 'Luis Milla', 'Maxime Gonalons', 'Montoro', 'Darwin Machís', 'Antonio Puertas', 'Jorge Molina']","['Aitor Fernández', 'Sergio Postigo', 'Rúben Vezo', 'Carlos Clerc', 'Miramón', 'Mickael Malsa', 'Melero', 'Enis Bardhi', 'Rubén Rochina', 'Morales', 'Roger']"
2020-11-01,Valencia,Getafe,"['Jaume Doménech', 'Gabriel Paulista', 'Hugo Guillamón', 'José Gayà', 'Thierry Correia', 'Carlos Soler', 'Daniel Wass', 'Denís Cheryshev', 'Yunus Musah', 'Kang-In Lee', 'Maximiliano Gómez']","['David Soria', 'Erick Cabaco', 'Dakonam Djené', 'Mathías Olivera', 'Damián Suárez', 'Mauro Arambarri', 'Nemanja Maksimović', 'Marc Cucurella', 'Allan Nyom', 'Cucho', 'Enes Ünal']"
2020-11-02,Villarreal,Real Valladolid,"['Sergio Asenjo', 'Pau', 'Raúl Albiol', 'Alfonso Pedraza', 'Mario Gaspar', 'Vicente Iborra', 'Manu Trigueros', 'Moi Gómez', 'Samuel Chukwueze', 'P. Alcácer', 'Gerard Moreno']","['Jordi Masip', 'Joaquín Fernández', 'Bruno', 'Raúl Carnero', 'Luis Pérez', 'Rubén Alcaraz', 'Míchel', 'Fabián Orellana', 'Waldo', 'Óscar Plano', 'Shon Weissman']"
2020-11-06,Elche,Celta,"['Édgar Badía', 'Gonzalo Verdú', 'Diego González', 'Antonio Barragán', 'Iván Marcone', 'Nuke Mfulu', 'Josan', 'Fidel', 'Pere Milla', 'Tete Morente', 'Lucas Boyé']","['Rubén Blanco', 'Jeison Murillo', 'Joseph Aidoo', 'Lucas Olaza', 'Hugo Mallo', 'Renato Tapia', 'Denis Suárez', 'Brais Méndez', 'Nolito', 'Santi Mina', 'Iago Aspas']"
2020-11-07,Huesca,Eibar,"['Andrés Fernández', 'Dimitrios Siovas', 'Pablo Insua', 'Javi Galán', 'Pedro López', 'Mikel Rico', 'Pedro Mosquera', 'Borja García', 'David Ferreiro', 'Sandro Ramírez', 'Rafa Mir']","['Marko Dmitrović', 'Esteban Burgos', 'Paulo Oliveira', 'Anaitz Arbilla', 'Alejandro Pozo', 'Edu Expósito', 'Sergio Álvarez', 'Takashi Inui', 'Bryan Gil', 'Kevin Rodrigues', 'Kike García']"
2020-11-07,Barcelona,Real Betis,"['Marc-André Ter Stegen', 'Clément Lenglet', 'Gerard Piqué', 'Jordi Alba', 'Sergi Roberto', 'Frenkie De Jong', 'Sergio Busquets', 'Pedri', 'Ansu Fati', 'Ousmane Dembélé', 'Antoine Griezmann']","['Claudio Bravo', 'Marc Bartra', 'Aïssa Mandi', 'Álex Moreno', 'Emerson Royal', 'William Carvalho', 'Guido Rodriguez', 'Sergio Canales', 'Cristian Tello', 'Joaquín', 'Arnaldo Sanabria']"
2020-11-07,Sevilla,Osasuna,"['Bono', 'Diego Carlos', 'Jules Koundé', 'Marcos Acuña', 'Jesús Navas', 'Fernando', 'Óliver Torres', 'Joan Jordán', 'Carlos Fernández', 'Youssef En-Nesyri', 'Lucas Ocampos']","['Sergio Herrera', 'David García', 'Unai', 'Juan Cruz', 'Facundo Roncaglia', 'Lucas Torró', 'Moncayola', 'Jony', 'Rubén García', 'Enric Gallego', 'Ante Budimir']"
2020-11-07,Atlético,Cádiz,"['Jan Oblak', 'José Giménez', 'Stefan Savić', 'Mario Hermoso', 'Kieran Trippier', 'Koke', 'Hector Herrera', 'Saúl', 'Marcos Llorente', 'João Félix', 'Luis Suárez']","['Jeremías Ledesma', 'Juan Cala', 'Fali', 'Pacha Espino', 'Akapo', 'Jens Jønsson', 'Augusto Fernández', 'Álex', 'Salvi', 'Choco Lozano', 'Álvaro Negredo']"
2020-11-08,Getafe,Villarreal,"['David Soria', 'Chema Rodríguez', 'Dakonam Djené', 'Allan Nyom', 'Erick Cabaco', 'Mauro Arambarri', 'Timor', 'Marc Cucurella', 'Nemanja Maksimović', 'Cucho', 'Enes Ünal']","['Sergio Asenjo', 'Pau', 'Raúl Albiol', 'Alfonso Pedraza', 'Mario Gaspar', 'Daniel Parejo', 'Vicente Iborra', 'Manu Trigueros', 'Moi Gómez', 'Gerard Moreno', 'P. Alcácer']"
2020-11-08,R. Sociedad,Granada,"['Álex Remiro', 'Robin Le Normand', 'Aritz Elustondo', 'Ignacio Monreal', 'Joseba Zaldua', 'Zubimendi', 'Mikel Merino', 'David Silva', 'Mikel Oyarzabal', 'Adnan Januzaj', 'Willian José']","['Ángel Jiménez', 'Pepe Sánchez', 'Nehuén Pérez', 'Kenedy', 'Sergio Barcia', 'Isma Ruiz', 'Yan Eteki', 'Jorge Molina', 'Darwin Machís', 'Luis Suárez', 'Roberto Soldado']"
2020-11-08,Levante,Alavés,"['Aitor Fernández', 'Óscar Duarte', 'Rúben Vezo', 'Carlos Clerc', 'Son', 'Mickael Malsa', 'Melero', 'Enis Bardhi', 'Rubén Rochina', 'Morales', 'Dani Gómez']","['Fernando Pacheco', 'Rodrigo Ely', 'Laguardia', 'Rubén Duarte', 'Martín Aguirregabiria', 'Tomás Pina', 'Rodrigo Battaglia', 'Luis Rioja', 'Édgar Méndez', 'Lucas Pérez', 'Joselu']"
2020-11-08,Real Valladolid,Athletic,"['Jordi Masip', 'Bruno', 'Joaquín Fernández', 'Nacho', 'Pablo Hervías', 'Rubén Alcaraz', 'Federico San Emeterio', 'Óscar Plano', 'Fabián Orellana', 'Marcos André', 'Sergi Guardiola']","['Unai Simón', 'Íñigo Martínez', 'Yeray', 'Yuri', 'Ander Capa', 'Unai López', 'Dani García', 'Raúl García', 'Jon Morcillo', 'Iker Muniain', 'Iñaki Williams']"
2020-11-08,Valencia,Real Madrid,"['Jaume Doménech', 'Gabriel Paulista', 'Hugo Guillamón', 'José Gayà', 'Daniel Wass', 'Carlos Soler', 'Uros Racic', 'Denís Cheryshev', 'Yunus Musah', 'Kang-In Lee', 'Maximiliano Gómez']","['Thibaut Courtois', 'Sergio Ramos', 'Raphaël Varane', 'Marcelo', 'Lucas Vázquez', 'Luka Modrić', 'Federico Valverde', 'Isco', 'Vinícius', 'Marco Asensio', 'Karim Benzema']"
2020-11-20,Osasuna,Huesca,"['Sergio Herrera', 'Unai', 'David García', 'Juan Cruz', 'Facundo Roncaglia', 'Íñigo Pérez', 'Oier', 'Roberto Torres', 'Rubén García', 'Jony', 'Ante Budimir']","['Andrés Fernández', 'Dimitrios Siovas', 'Pablo Insua', 'Javi Galán', 'Pedro López', 'Pedro Mosquera', 'Mikel Rico', 'Borja García', 'David Ferreiro', 'Rafa Mir', 'Sandro Ramírez']"
2020-11-21,Levante,Elche,"['Aitor Fernández', 'Sergio Postigo', 'Rúben Vezo', 'Carlos Clerc', 'Son', 'Mickael Malsa', 'Melero', 'José Campaña', 'Jorge De Frutos', 'Morales', 'Dani Gómez']","['Édgar Badía', 'Gonzalo Verdú', 'Diego González', 'Antonio Barragán', 'Iván Marcone', 'Raúl Guti', 'Josan', 'Josema', 'Pere Milla', 'Tete Morente', 'Lucas Boyé']"
2020-11-21,Villarreal,Real Madrid,"['Sergio Asenjo', 'Pau', 'Raúl Albiol', 'Alfonso Pedraza', 'Mario Gaspar', 'Vicente Iborra', 'Daniel Parejo', 'Moi Gómez', 'Manu Trigueros', 'Carlos Bacca', 'Gerard Moreno']","['Thibaut Courtois', 'Nacho', 'Raphaël Varane', 'Ferland Mendy', 'Daniel Carvajal', 'Toni Kroos', 'Luka Modrić', 'Martin Ødegaard', 'Eden Hazard', 'Lucas Vázquez', 'Mariano']"
2020-11-21,Sevilla,Celta,"['Tomáš Vaclík', 'Diego Carlos', 'Jules Koundé', 'Marcos Acuña', 'Jesús Navas', 'Fernando', 'Ivan Rakitić', 'Joan Jordán', 'Óliver Torres', 'Youssef En-Nesyri', 'Lucas Ocampos']","['Rubén Blanco', 'Jeison Murillo', 'Joseph Aidoo', 'Lucas Olaza', 'Hugo Mallo', 'Renato Tapia', 'Nolito', 'Brais Méndez', 'Denis Suárez', 'Santi Mina', 'Iago Aspas']"
2020-11-21,Atlético,Barcelona,"['Jan Oblak', 'José Giménez', 'Stefan Savić', 'Mario Hermoso', 'Kieran Trippier', 'Yannick Carrasco', 'Koke', 'Saúl', 'Marcos Llorente', 'João Félix', 'Ángel Correa']","['Marc-André Ter Stegen', 'Clément Lenglet', 'Gerard Piqué', 'Jordi Alba', 'Sergi Roberto', 'Frenkie De Jong', 'Miralem Pjanić', 'Lionel Messi', 'Pedri', 'Ousmane Dembélé', 'Antoine Griezmann']"
2020-11-22,Eibar,Getafe,"['Marko Dmitrović', 'Pedro Bigas', 'Paulo Oliveira', 'Anaitz Arbilla', 'Rober Correa', 'Edu Expósito', 'Pape Diop', 'Bryan Gil', 'Pedro León', 'Kike García', 'Yoshinori Muto']","['David Soria', 'Chema Rodríguez', 'Dakonam Djené', 'Mathías Olivera', 'Damián Suárez', 'Mauro Arambarri', 'Timor', 'Marc Cucurella', 'Allan Nyom', 'Cucho', 'Jaime Mata']"
2020-11-22,Cádiz,R. Sociedad,"['Jeremías Ledesma', 'Marcos Mauro', 'Fali', 'Pacha Espino', 'Iza', 'Garrido', 'Jens Jønsson', 'Álex', 'Jairo Izquierdo', 'Salvi', 'Filip Malbašić']","['Álex Remiro', 'Igor Zubeldia', 'Aritz Elustondo', 'Ignacio Monreal', 'Joseba Zaldua', 'Mikel Merino', 'Ander Guevara', 'David Silva', 'Mikel Oyarzabal', 'Adnan Januzaj', 'Alexander Isak']"
2020-11-22,Granada,Real Valladolid,"['Rui Silva', 'Domingos Duarte', 'Germán Sánchez', 'Carlos Neva', 'Dimitri Foulquier', 'Maxime Gonalons', 'Luis Milla', 'Montoro', 'Fede Vico', 'Darwin Machís', 'Jorge Molina']","['Jordi Masip', 'Bruno', 'Joaquín Fernández', 'Nacho', 'Pablo Hervías', 'Federico San Emeterio', 'Rubén Alcaraz', 'Óscar Plano', 'Fabián Orellana', 'Sergi Guardiola', 'Marcos André']"
2020-11-22,Alavés,Valencia,"['Fernando Pacheco', 'Florian Lejeune', 'Laguardia', 'Rubén Duarte', 'Ximo Navarro', 'Rodrigo Battaglia', 'Tomás Pina', 'Luis Rioja', 'Jota', 'Joselu', 'Lucas Pérez']","['Jaume Doménech', 'Gabriel Paulista', 'Hugo Guillamón', 'José Gayà', 'Daniel Wass', 'Carlos Soler', 'Uros Racic', 'Denís Cheryshev', 'Yunus Musah', 'Kang-In Lee', 'Kevin Gameiro']"
2020-11-23,Athletic,Real Betis,"['Unai Simón', 'Íñigo Martínez', 'Yeray', 'Yuri', 'Ander Capa', 'Mikel Vesga', 'Unai Vencedor', 'Iker Muniain', 'Álex Berenguer', 'Iñaki Williams', 'Villalibre']","['Claudio Bravo', 'Sidnei', 'Víctor Ruiz', 'Álex Moreno', 'Emerson Royal', 'William Carvalho', 'Guido Rodriguez', 'Rodri', 'Cristian Tello', 'Joaquín', 'Arnaldo Sanabria']"
2020-11-27,Real Valladolid,Levante,"['Jordi Masip', 'Bruno', 'Joaquín Fernández', 'Nacho', 'Pablo Hervías', 'Federico San Emeterio', 'Rubén Alcaraz', 'Fabián Orellana', 'Óscar Plano', 'Marcos André', 'Sergi Guardiola']","['Dani Cárdenas', 'Sergio Postigo', 'Rúben Vezo', 'Carlos Clerc', 'Son', 'Mickael Malsa', 'Melero', 'Rubén Rochina', 'José Campaña', 'Morales', 'Roger']"
2020-11-28,Elche,Cádiz,"['Édgar Badía', 'Diego González', 'Gonzalo Verdú', 'Josema', 'Antonio Barragán', 'Iván Marcone', 'Luismi Sánchez', 'Tete Morente', 'Pere Milla', 'Guido Carrillo', 'Lucas Boyé']","['Jeremías Ledesma', 'Marcos Mauro', 'Fali', 'Pacha Espino', 'Iza', 'Jens Jønsson', 'Álex', 'Jairo Izquierdo', 'Salvi', 'Filip Malbašić', 'Álvaro Giménez']"
2020-11-28,Valencia,Atlético,"['Jaume Doménech', 'Hugo Guillamón', 'Gabriel Paulista', 'Toni Lato', 'Daniel Wass', 'Uros Racic', 'Carlos Soler', 'Gonçalo Guedes', 'Yunus Musah', 'Manu Vallejo', 'Maximiliano Gómez']","['Jan Oblak', 'José Giménez', 'Mario Hermoso', 'Stefan Savić', 'Saúl', 'Koke', 'Kieran Trippier', 'Renan Lodi', 'Marcos Llorente', 'Thomas Lemar', 'Ángel Correa']"
